stock price index 1,stock price index 2,silver price,oil price,platinum price,palladium price,gold price
395.41,293.26,20.14,67.14,88.83,132.1,170.76
290.16,184.93,14.36,14.53,75.28,90.16,114.2
156.61,68.81,27.29,34.4,154.52,75.74,152.43
144.37,68.71,32.87,36.57,163.22,67.33,171.31
285.39,181.65,15.01,14.43,79.5,87.53,114.59
297.6,191.43,15.56,11.87,79.96,137.84,136.41
215.0,118.93,17.49,11.35,91.03,60.41,120.56
184.85,88.99,21.46,35.47,144.7,76.31,133.1
166.45,77.23,23.43,39.24,145.95,67.85,133.91
307.8,200.07,16.35,11.73,83.9,167.15,137.39
177.58,85.1,19.64,34.45,138.06,69.89,122.47
281.6,175.54,14.65,11.84,79.38,146.3,121.56
221.1,118.56,16.18,10.5,87.77,70.35,112.61
140.64,67.46,32.19,38.93,162.06,65.04,162.94
425.06,358.78,20.14,79.81,80.99,109.0,169.16
420.75,331.85,26.76,47.45,108.9,265.39,177.16
132.63,62.66,28.22,34.29,141.1,58.98,151.41
533.18,461.82,28.34,73.78,89.17,83.43,213.54
242.96,140.94,16.19,8.8,89.2,85.47,118.92
243.6,143.23,17.24,9.84,90.65,80.26,122.45
243.98,140.01,16.37,9.51,89.1,84.98,120.48
185.11,90.57,21.25,36.74,139.91,71.48,128.11
140.18,66.38,27.85,34.64,138.83,57.61,156.28
143.68,66.21,31.57,31.95,153.1,59.79,162.6
218.89,117.33,19.35,10.59,107.2,65.65,127.84
109.61,45.46,18.39,34.69,152.61,46.78,118.23
106.74,42.92,15.09,35.08,147.86,40.35,104.04
321.42,245.05,17.3,28.08,78.3,186.0,163.57
200.01,105.76,15.1,9.29,92.7,52.73,120.54
146.94,70.2,34.24,36.86,166.03,67.94,170.4
386.33,318.74,26.51,41.88,116.63,219.68,169.0
450.475,379.585,23.81,68.53,90.0,117.13,181.43
166.06,75.54,23.04,38.31,149.38,74.42,132.58
205.29,105.875,15.4,17.84,109.07,77.2,110.75
267.38,156.53,16.22,11.93,87.75,100.69,122.23
120.65,55.97,39.85,34.73,177.96,71.68,174.4
267.21,155.83,15.27,11.64,83.8,96.0,118.15
204.74,103.26,15.79,21.68,117.0,76.6,115.15
204.17,103.07,17.7,16.96,121.95,76.28,123.42
385.98,309.968,23.99,40.47,109.0,247.46,161.78
209.07,108.1,16.85,17.05,111.54,74.44,114.73
199.16,99.59,18.33,34.22,133.11,81.65,118.64
185.88,85.89,19.35,37.51,140.23,78.18,124.75
401.83,301.8,18.82,72.11,83.53,198.88,158.54
144.01,69.37,33.08,35.47,156.5,63.91,168.44
401.61,288.05,22.9,66.79,95.2,176.82,168.1
437.91,362.44,24.65,50.695,98.18,248.83,169.82
393.13,295.66,17.56,72.34,79.6,186.98,158.33
137.65,64.84,27.14,34.24,139.35,56.91,153.38
455.22,367.81,23.87,77.34,91.75,213.55,179.24
124.44,54.37,28.94,37.53,169.38,74.98,134.7
420.17,333.67,26.71,45.19,109.7,260.77,177.71
280.54,177.4,14.91,12.08,78.64,148.27,122.97
331.7,276.01,23.12,26.25,83.82,218.0,178.54
207.49,105.795,15.61,26.34,117.24,78.45,112.11
167.04,74.25,22.15,34.01,142.32,71.92,133.49
312.68,203.84,16.5,11.71,85.21,166.08,138.69
281.37,177.13,14.75,12.22,78.21,147.49,122.41
563.18,479.45,28.7,78.07,89.66,88.84,232.76
206.04,111.94,13.9,13.14,82.11,52.56,102.43
110.14,44.4099,15.83,38.45,150.83,42.89,107.36
448.08,372.64,21.81,72.47,83.27,112.32,178.64
343.33,284.67,24.25,28.61,83.79,225.78,180.6
425.83,327.47,22.77,75.33,85.28,203.85,177.32
460.3,386.56,23.16,57.91,98.05,191.99,167.52
275.55,173.71,14.31,15.12,80.18,101.06,116.0
449.51,374.88,23.88,73.73,89.97,114.2,180.32
130.59,56.09,42.92,43.16,177.42,74.21,145.93
302.12,228.69,16.37,25.18,77.62,179.03,161.18
133.13,62.88,26.57,29.57,141.45,59.85,152.64
364.82,302.22,22.98,30.58,94.68,225.32,171.46
206.19,114.11,14.07,11.77,82.51,53.53,102.64
149.77,67.06,30.79,35.19,164.32,72.58,160.99
283.09,178.66,13.98,12.37,76.14,126.24,120.83
275.3,193.48,16.37,6.8176,82.26,232.62,157.81
132.59,59.25,41.12,38.45,179.96,83.71,157.19
437.52,365.31,24.3,49.25,100.07,254.7,168.56
110.37,45.82,19.9,32.8,155.12,52.74,122.7
144.92,68.79,34.5,34.35,165.5,63.71,172.1
201.42,106.73,15.75,15.99,96.44,69.1,111.31
435.69,370.27,21.67,72.99,82.99,98.9,182.59
186.44,86.41,19.16,37.59,137.0,76.97,124.24
212.14,110.82,15.6,20.02,102.92,67.35,112.89
453.31,362.81,23.55,73.37,92.77,216.15,179.5
246.29,143.33,16.8,10.24,93.85,86.12,122.21
280.35,178.36,14.71,12.15,79.36,129.38,121.9
249.15,143.75,16.48,10.34,88.7,87.68,124.53
189.77,100.8,14.6,14.29,87.85,66.73,108.99
291.68,188.87,14.2,12.92,80.7999,128.43,119.94
191.46,94.38,19.67,36.22,143.7,83.34,126.19
132.29,62.42,26.57,29.94,138.01,56.59,151.05
132.05,62.84,26.58,29.68,141.36,59.67,153.76
239.47,138.63,16.39,10.27,89.7,78.25,117.14
404.66,315.91,23.01,65.92,91.19,134.94,183.22
263.3,152.26,15.62,11.4,86.45,94.48,120.07
164.44,73.52,22.2,33.0,145.84,73.47,135.23
360.21,291.49,22.34,30.23,87.79,219.0,169.59
176.14,82.88,21.32,33.93,141.73,72.41,126.56
382.79,266.74,22.9,69.59,92.82,166.07,168.67
187.08,87.87,19.85,37.23,141.92,76.87,127.01
303.99,242.77,17.28,27.89,76.75,178.8,167.37
207.79,110.67,14.4,15.76,94.6,59.82,105.02
169.13,78.11,21.51,38.47,140.78,68.48,127.82
290.15,187.87,14.45,12.78,82.65,125.77,121.21
413.21,322.6,26.4,44.44,114.79,270.0,172.69
193.88,104.06,14.59,14.77,91.5,58.0,107.79
212.29,112.84,14.7,17.04,96.9,60.0,108.65
573.4,487.7,30.14,69.34,90.76,91.7,245.61
319.22,208.55,16.47,12.58,87.4,185.05,139.04
183.27,89.7,21.35,36.9,138.06,71.87,127.6
153.14,68.24,28.68,34.98,162.26,73.87,151.44
136.95,65.09,26.67,34.16,138.8,56.743,153.67
396.71,295.72,19.89,80.6,87.33,179.4,168.79
204.7,112.6,13.49,11.33,82.6,54.1,101.52
247.96,145.86,16.41,10.03,89.2,83.94,119.79
167.97,75.36,19.62,37.37,138.23,71.0,124.18
300.99,194.3,15.93,12.15,82.32,144.37,133.21
414.77,322.12,23.69,65.48,97.0,133.05,187.52
211.03,108.8,16.38,20.82,111.98,76.81,114.42
448.92,373.75,23.16,56.9,97.63,193.02,165.45
513.45,439.73,23.23,73.42,84.26,93.85,199.79
255.21,148.7,16.97,10.53,90.15,95.65,122.97
288.07,185.36,16.72,11.46,80.5,135.47,142.75
419.62,324.05,25.29,85.43,108.27,284.31,191.51
270.34,168.42,16.27,14.38,87.8,94.66,125.18
110.77,44.6,16.23,38.35,153.4,42.93,109.43
124.42,55.98,41.93,35.62,173.88,77.39,160.64
389.37,287.45,20.35,78.49,89.17,179.28,170.17
169.53,77.07,21.3,37.85,146.04,72.0,129.0
298.47,191.0,17.42,11.99,88.6,149.3,141.03
165.42,73.59,22.13,33.7,142.64,72.9,134.83
130.4,56.12,37.54,42.28,174.58,74.82,139.22
389.59,330.23,26.25,41.09,118.54,222.0,166.32
256.82,159.54,15.17,10.43,77.82,126.01,121.53
321.59,212.0,16.76,12.61,86.41,174.9,139.95
139.7,64.33,31.5,31.3,151.46,59.9,167.99
567.71,480.36,30.52,73.95,92.59,94.05,245.66
412.22,316.41,24.1,69.72,99.89,149.64,185.36
108.29,44.87,18.02,33.84,152.28,47.19,118.74
301.13,193.98,14.83,12.6,79.66,148.19,133.53
132.73,61.2,33.51,37.16,160.09,69.03,171.05
119.4,54.2,31.55,37.72,153.66,58.23,165.31
115.26,51.82,38.16,31.49,174.0,73.34,174.58
207.86,105.92,16.62,18.23,113.02,75.0,116.11
144.38,66.38,29.9,32.63,153.68,66.78,159.73
436.53,367.58,21.71,49.61,87.96,180.09,166.04
267.73,165.21,16.0,12.33,91.42,93.55,125.18
427.09,355.38,21.67,82.24,83.0,114.1,174.1
133.46,58.64,30.63,35.65,182.18,83.95,134.1
438.44,365.28,24.63,48.11,98.15,248.979,169.49
118.4,53.42,38.21,33.85,178.29,73.96,169.97
264.82,164.06,14.85,11.09,75.04,129.26,121.45
149.15,66.69,31.46,34.8,165.0,70.73,161.42
303.0,197.24,17.15,11.435,86.14,168.85,140.25
218.4,116.82,19.34,10.03,110.51,66.85,127.44
250.07,145.75,16.84,10.19,90.6,86.55,123.62
332.24,224.41,17.34,12.03,94.92,228.3,146.79
206.83,110.31,14.78,9.32,92.05,53.8,116.15
110.6,46.12,18.13,35.29,154.56,47.63,115.52
184.1,87.83,19.76,35.86,133.88,69.5,117.12
144.76,67.29,32.57,33.94,161.41,62.64,169.42
208.0,107.78,17.1,11.73,94.85,51.8,122.77
197.72,95.98,20.64,36.84,145.66,85.06,124.53
368.64,303.08,23.24,32.14,95.97,216.7,171.54
273.78,170.4,15.09,11.27,74.36,133.49,124.06
157.17,68.89,27.61,33.54,150.8,70.21,150.75
573.16,489.0,28.92,74.11,86.72,93.29,241.05
176.15,82.92,21.77,34.78,142.28,72.37,127.74
210.03,107.55,16.11,19.68,113.05,75.05,115.03
333.91,228.79,17.3,10.64,91.81,227.99,147.4
414.86,307.57,23.49,66.99,95.46,155.36,177.9
315.38,258.13,17.61,28.85,78.2,180.62,169.04
313.49,248.39,17.37,29.31,77.77,180.0,166.48
118.73,52.64,39.18,33.46,178.62,73.89,172.36
254.6,147.98,16.77,10.2,88.7,89.44,122.4
212.93,117.53,17.45,10.84,93.86,58.8,121.94
131.6,57.61,29.8,36.3,182.2,81.48,132.85
280.81,175.8,15.08,14.38,78.91,88.66,115.99
295.61,189.2,14.65,12.21,78.37,147.15,133.41
208.05,108.06,15.56,19.59,104.45,64.85,113.07
364.01,266.84,18.1,71.17,84.68,187.03,153.42
206.49,113.44,14.03,11.52,83.01,53.8,102.84
291.39,185.91,14.53,10.99,75.89,141.13,127.12
108.69,45.84,18.34,34.4,154.56,46.46,121.3
193.92,92.47,19.29,39.08,139.66,79.25,122.96
477.59,409.79,21.92,68.35,85.14,92.73,187.87
439.31,367.49,24.3,49.26,99.69,251.42,168.16
275.03,171.65,15.3,11.3,74.97,133.72,123.37
238.9,138.14,16.64,10.55,89.85,72.1,119.9
144.52,68.9,34.53,34.45,164.71,63.64,172.295
198.12,98.61,19.28,34.88,139.34,84.86,124.22
307.99,243.68,17.37,28.43,77.54,178.84,165.09
514.0,438.73,24.2,77.02,84.67,97.5,200.03
189.18,88.94,19.35,38.11,145.2,81.46,124.67
581.22,495.77,29.82,76.06,90.38,95.07,245.07
196.2,94.21,20.8544,39.02,146.06,82.96,127.7
108.19,44.63,18.3,34.12,153.54,45.04,120.01
290.32,183.72,13.93,14.61,76.63,92.86,113.76
446.73,353.96,22.18,63.71,96.06,210.21,170.63
285.53,181.94,15.04,13.97,79.62,85.47,114.74
395.39,296.85,17.8,68.54,80.97,193.12,158.98
122.06,55.06,28.85,36.39,140.07,61.79,154.87
570.42,485.78,29.89,69.96,90.0,91.5,243.06
141.89,68.6,30.58,35.45,151.74,63.68,161.36
186.21,101.19,13.7,8.1,78.8,48.13,105.49
202.39,101.32,15.07,29.47,116.46,73.5,109.88
524.52,455.5,30.18,76.05,94.53,86.63,216.57
279.4,176.62,14.19,14.56,78.96,101.98,115.92
133.42,57.23,39.29,43.49,177.33,77.53,142.51
258.97,153.67,16.74,11.47,88.48,95.17,121.21
199.34,98.94,19.15,34.83,137.79,85.96,123.19
487.575,428.36,21.93,71.48,82.74,88.21,187.14
211.07,109.78,16.01,19.92,106.72,73.15,112.84
311.02,202.65,16.41,11.87,83.09,162.03,138.21
212.39,113.64,18.48,10.4,100.35,63.59,126.59
439.25,364.58,23.05,70.8,85.96,118.85,177.89
210.16,111.29,14.5,16.21,95.0,59.85,104.27
579.78,491.18,30.53,72.38,91.25,93.58,247.15
178.95,85.27,19.44,34.9,132.5,70.12,119.69
252.69,145.6,16.25,10.18,87.3,87.95,121.17
164.03,72.76,21.91,34.76,142.0,71.31,134.43
113.37,46.1,17.25,39.62,157.86,46.72,110.81
306.16,245.78,17.15,27.67,75.66,173.0,166.54
562.03,496.61,29.41,80.26,90.86,88.28,223.83
195.28,97.485,17.07,33.79,122.65,75.52,116.36
261.52,161.1,15.96,13.83,85.65,91.5,124.54
110.54,45.73,19.55,33.4,154.95,52.16,121.86
320.0,209.57,16.48,12.66,87.77,183.87,139.02
392.47,298.73,18.33,77.17,80.8,172.8,158.04
165.12,75.46,22.69,37.49,148.43,72.78,132.07
125.83,57.28,33.91,37.86,161.52,64.55,173.96
217.19,115.31,20.04,9.62,111.0,69.22,129.22
211.1,110.65,15.56,20.05,104.1,65.95,112.44
187.62,88.1,19.52,36.45,139.33,75.88,123.39
103.92,43.23,18.47,34.2,152.55,43.95,121.68
266.89,165.64,16.04,14.19,87.0,93.079,124.57
209.74,111.44,16.68,10.25,97.2,56.09,119.58
133.83,58.7,36.54,38.01,172.9,77.06,150.25
561.21,476.29,28.11,75.4,86.31,87.74,231.75
335.44,267.37,25.07,30.47,88.52,203.29,179.1
117.81,50.54,24.04,36.1,169.36,59.51,134.75
473.96,408.35,23.3,70.15,88.33,112.41,188.1
233.72,131.01,17.98,11.0,94.4,75.66,122.82
167.11,74.29,19.82,37.34,137.27,70.91,124.24
287.37,180.99,13.67,14.27,74.58,92.14,113.22
140.21,66.62,32.26,41.19,165.46,68.98,161.59
126.59,54.64,33.74,39.38,169.36,69.68,136.27
198.82,106.51,14.49,14.91,93.21,57.76,107.31
235.9,132.27,17.8,10.52,90.55,76.57,118.72
209.04,109.2,16.75,10.66,97.56,57.99,118.7
210.45,112.01,14.39,15.31,92.35,57.88,103.93
398.67,290.44,21.02,83.15,87.48,185.04,172.76
264.01,162.77,14.88,11.17,75.01,128.0,121.28
275.26,171.88,14.87,11.87,77.38,143.64,122.24
154.5,67.31,23.21,31.46,139.87,65.94,135.47
444.01,370.95,22.28,80.56,86.7,118.0,179.35
260.32,155.86,16.63,11.74,89.49,95.78,122.32
108.03,45.29,19.08,35.34,157.61,47.8,121.09
117.46,48.36,17.29,39.9,162.18,47.23,107.97
258.87,156.87,16.03,12.78,88.15,89.56,126.3
141.93,65.76,31.58,31.88,155.1,58.88,164.8603
260.8,155.66,15.92,12.11,92.1,91.87,124.77
508.56,431.15,25.39,78.93,86.35,87.61,211.87
140.04,66.59,27.58,34.48,137.9,56.93,157.18
246.72,145.03,17.0,9.49,94.3,89.75,125.82
209.81,108.09,16.96,11.92,92.8,54.09,120.11
272.41,170.92,15.98,13.41,86.2,94.25,122.49
256.6,148.0,16.56,10.48,88.0,91.66,121.33
197.84,98.38,19.31,35.02,140.24,86.96,124.68
200.02,106.98,14.65,15.38,92.9,57.99,108.41
379.63,262.96,23.03,67.55,95.86,164.26,168.85
243.59,139.45,16.18,9.27,88.05,82.94,118.43
299.84,191.3,17.32,12.49,88.99,150.95,141.32
439.68,365.6,23.82,49.63,98.12,244.0,169.29
120.2,54.68,31.09,37.41,155.14,58.53,163.5
406.93,317.06,24.48,60.5,97.13,131.95,190.44
118.1,51.62,23.19,35.45,168.62,60.55,130.88
207.83,106.92,19.57,11.09,103.15,57.24,130.23
291.72,187.39,18.0,11.65,87.24,139.82,144.12
177.97,86.14,19.09,34.8,135.45,69.15,121.32
510.55,440.32,22.87,74.67,82.2,93.24,198.81
371.465,263.01,18.21,73.05,85.32,166.96,151.81
229.24,126.63,17.42,11.385,98.25,74.42,117.29
194.41,97.16,17.01,31.47,123.43,75.15,119.34
260.41,156.2,16.74,11.65,90.45,95.44,122.83
387.27,292.08,18.57,78.59,82.2,192.7,162.3
248.69,145.56,17.26,10.19,93.08,88.09,125.53
379.65,265.47,22.74,68.94,94.208,158.43,167.26
306.12,213.32,16.63,10.105,82.58,231.07,154.16
109.38,45.17,17.65,32.42,151.31,41.95,115.84
267.05,156.49,16.07,11.73,87.5,99.75,121.77
279.03,175.15,16.44,13.34,86.2,97.1,122.82
128.84,55.2,34.79,40.61,170.12,71.85,138.37
417.81,339.81,25.07,43.44,113.31,273.84,166.91
392.96,294.07,18.65,71.09,84.7,199.22,154.98
182.29,86.3,20.09,33.02,140.0,72.12,119.89
349.205,255.16,17.89,70.39,80.38,189.48,154.91
169.8,74.95,20.03,37.74,139.92,71.86,129.71
124.64,54.59,29.08,37.9,169.66,73.87,135.11
275.93,168.96,16.18,12.73,95.05,100.95,126.45
446.91,354.01,24.07,81.38,95.49,237.48,181.81
398.88,287.31,22.45,71.59,96.85,157.85,180.28
118.28,52.29,24.02,35.28,169.09,63.68,132.62
205.79,104.02,17.95,17.18,123.75,74.91,124.23
238.17,130.65,17.34,11.19,94.75,72.8,117.51
368.02,277.81,17.91,64.3,79.51,192.11,151.54
454.48,379.565,21.47,49.03,86.03,161.94,167.09
106.02,44.42,18.63,34.23,154.4,45.9,121.27
204.86,103.13,16.86,18.49,119.68,76.65,121.79
368.03,269.58,17.8,71.09,83.11,187.56,151.45
499.18,419.24,26.02,79.57,82.74,90.9,215.92
450.95,358.53,21.59,62.1,95.99,220.86,168.6
446.89,355.65,23.48,76.25,90.02,207.73,179.66
418.87,333.66,26.93,44.74,112.0,258.4,177.64
193.1,94.94,19.73,36.33,141.53,81.88,123.87
443.97,365.99,21.75,74.14,84.17,120.57,177.6
195.71,105.23,15.0,14.87,95.3,59.0,109.21
116.05,49.49,22.7,35.62,168.95,57.87,131.66
208.31,104.6,15.91,21.22,117.75,78.96,114.83
205.81,104.92,16.1,25.85,118.11,77.76,115.14
417.38,332.25,25.47,45.23,114.62,279.19,167.27
178.5,85.36,19.39,34.71,133.22,70.57,119.38
390.03,315.21,24.76,41.97,110.11,248.0,163.0
186.41,97.5,14.96,7.97,90.09,50.08,114.46
467.95,384.03,21.39,56.9,89.63,176.8,167.75
521.11,442.65,27.19,75.3,93.3,88.74,218.09
321.63,257.36,23.5,29.34,87.42,218.19,182.23
136.89,63.83,27.4,33.51,139.09,56.5,157.54
118.42,48.49,18.0,41.99,169.94,50.52,111.03
108.35,45.45,18.5,33.65,154.73,45.58,119.91
321.9,257.78,22.55,28.99,84.0,193.27,183.76
213.87,117.68,17.33,11.49,90.2,60.85,120.74
135.17,58.87,37.94,40.22,177.53,72.73,147.9
363.97,297.31,23.69,28.59,81.48,233.0,175.08
206.3,109.48,15.06,9.99,93.76,55.05,117.1
513.14,442.42,23.18,73.56,84.55,95.84,199.94
267.0,164.37,16.07,13.68,86.75,93.9,125.5
399.74,298.33,19.32,67.9,87.838,126.64,170.2
293.15,204.67,16.86,9.24,85.01,242.9,157.55
336.06,276.34,23.18,27.58,83.11,219.6,179.41
119.42,52.66,24.75,36.26,171.07,64.83,132.49
209.99,115.02,17.8,10.24,94.6,59.95,124.3
297.63,189.83,17.39,11.68,88.05,157.3662,141.79
559.77,481.05,28.18,74.32,88.76,88.56,232.15
277.08,171.02,14.05,15.22,77.96,102.0,115.78
401.56,297.97,20.72,66.22,88.49,135.25,169.57
136.68,64.61,29.05,36.86,147.52,61.13,154.77
124.99,54.7602,29.09,38.14,170.57,74.59,135.32
135.41,62.67,34.08,38.3899,164.82,70.87,168.02
144.0,65.85,32.02,32.1,157.94,68.51,162.08
235.15,131.99,17.94,10.89,92.15,77.0,119.46
426.62,349.12,23.0,64.89,93.99,126.83,182.53
134.02,63.79,27.85,35.8,142.44,58.89,149.74
451.65,376.94,23.57,74.48,90.2,113.56,180.02
265.78,161.44,13.9,10.95,79.76,108.07,115.64
197.61,95.7,20.6,37.06,145.38,84.6,125.72
273.55,169.63,16.07,12.32,90.71,93.77,125.42
141.37,64.71,32.37,31.7399,155.66,67.5,164.5
412.97,322.42,24.56,64.75,99.97,143.5,187.69
453.17,380.4,23.64,76.0,90.09,113.17,180.11
421.67,339.97,25.36,48.92,102.16,249.45,165.85
311.11,236.33,17.2,27.08,78.55,182.73,161.28
335.86,232.64,17.17,10.82,91.13,226.52,148.38
128.21,56.42,29.5,39.04,178.34,79.92,135.46
369.82,307.7,24.12,32.55,97.43,217.88,174.9
159.27,70.29,24.05,33.64,147.92,68.62,142.77
135.9,62.08,32.03,31.82,152.84,61.6,165.88
156.09,68.81,28.19,34.59,154.76,75.4,154.47
199.65,100.5,16.67,17.45,120.45,77.27,117.97
207.25,112.66,15.55,14.23,96.85,66.75,111.5
415.24,316.83,18.47,78.34,82.03,193.57,163.75
207.0,113.25,15.79,13.97,96.85,65.96,110.78
510.48,437.51,23.36,72.97,85.51,95.2,202.0
178.31,86.27,19.58,35.06,134.6812,69.4,122.17
370.51,275.59,20.78,86.44,87.94,172.5,172.69
127.2,56.8,29.02,39.5,140.26,65.12,156.71
394.64,283.4,20.05,66.67,91.05,174.86,161.88
337.79,236.13,17.66,11.13,94.52,261.46,151.79
243.66,139.4,16.25,9.27,87.3,81.65,118.32
430.95,364.81,21.89,79.37,82.0,102.57,183.09
291.53,216.19,14.75,18.01,74.1,184.78,161.73
292.19,188.16,16.46,11.6,80.03,137.64,141.11
549.5,468.76,27.02,77.29,87.24,86.05,226.91
204.92,105.74,16.3,11.79,98.7,54.45,119.71
509.27,439.65,21.76,72.19,83.26,89.32,188.62
181.13,84.02,19.51,33.64,135.04,70.18,120.46
209.96,108.03,15.67,15.94,108.26,74.6,112.29
476.49,411.28,22.62,67.68,91.97,102.64,191.17
444.53,367.67,22.92,46.38,95.5,246.38,167.22
142.28,65.71,31.0,31.93,151.78,60.7,166.3
416.26,340.39,24.9,43.22,113.3,263.11,165.89
277.13,174.58,14.29,14.68,79.24,101.8,116.01
189.96,102.2,13.83,8.75,80.49,48.07,103.98
237.34,130.57,16.94,11.11,91.37,73.75,115.06
452.13,380.51,23.23,48.18,93.61,232.63,169.69
112.73,47.68,20.63,33.37,160.14,55.26,124.63
376.24,280.75,19.79,82.09,84.19,174.69,168.46
273.96,169.17,16.21,14.65,86.4,95.35,122.41
204.1,102.87,15.21,28.41,114.75,73.88,114.47
278.44,174.31,16.42,13.17,86.2,97.45,123.23
416.8,342.43,25.07,48.4,97.8,234.6,166.95
557.63,492.51,29.35,81.25,91.21,89.11,223.11
218.84,117.95,19.56,10.4,105.59,66.77,128.27
548.7,459.91,27.29,67.85,86.31,90.11,232.25
496.79,431.26,21.18,73.07,82.03,84.29,184.42
274.75,162.48,16.56,12.76,93.4,103.18,125.44
438.39,362.8,21.64,54.02,91.69,177.01,164.16
215.65,118.145,19.23,10.97,99.61,69.5,125.64
249.88,143.93,16.35,10.52,87.9,88.05,121.98
153.66,68.1,28.66,32.54,155.58,71.59,152.38
116.76,48.0,16.82,39.39,159.52,45.66,108.32
506.7,437.67,21.7,73.21,81.96,88.63,188.0
217.56,115.7,16.7,10.28,90.1,68.6,116.77
390.41,321.39,26.84,42.32,117.67,231.49,165.82
189.79,88.03,19.5,37.22,143.44,80.05,125.81
280.48,176.6,15.05,12.05,80.13,148.16,123.84
201.48,103.33,17.42,11.4,93.96,54.36,125.32
140.34,67.1,30.11,39.43,153.14,65.5,158.97
369.71,307.0,26.35,33.94,102.61,227.32,179.9
207.3,112.7,15.61,14.18,96.1,66.06,111.43
133.41,57.72,37.14,42.72,175.88,76.59,139.2
412.37,318.15,24.34,71.66,97.24,141.5,185.53
131.75,57.0,33.02,39.0,177.74,79.88,137.51
226.91,122.03,16.19,11.52,93.3,72.85,112.67
169.64,78.88,21.47,37.29,139.46,70.1,128.79
441.44,370.65,21.36,51.29,90.49,181.83,163.3
205.25,109.48,15.39,10.19,94.3,52.64,120.03
213.59,117.575,17.13,11.46,90.7,62.57,119.74
433.82,366.62,21.66,78.63,81.63,105.01,177.96
557.07,499.71,29.6,79.42,90.74,91.69,219.36
209.95,109.43,15.75,19.25,105.59,72.39,112.24
170.49,79.34,21.46,37.33,139.47,69.5,127.55
163.09,72.77,22.31,33.4,147.34,73.76,135.52
469.61,403.43,23.97,54.84,97.01,193.32,172.61
121.76,54.79,39.11,34.0,169.76,73.64,161.75
206.51,113.215,13.74,11.16,86.05,53.6,102.2
290.34,223.49,15.06,21.53,71.5,175.23,159.42
131.0,56.39,35.17,41.76,176.58,76.45,137.77
127.85,60.65,28.12,31.61,141.84,60.5855,157.14
120.94,50.29,17.88,40.03,172.45,55.48,113.19
228.87,125.42,17.23,11.52,97.0,73.82,117.7
199.36,104.57,14.97,9.87,94.24,54.15,119.58
165.23,76.1,24.13,38.25,149.83,70.56,136.42
188.21,91.25,21.08,36.13,144.92,76.24,130.17
429.89,332.17,23.94,70.64,93.76,229.74,180.01
280.49,211.79,14.87,2.68,72.45,188.34,163.34
141.76,68.42,32.37,35.99,155.98,63.72,164.89
547.16,482.41,28.14,80.03,92.81,88.9,215.01
506.56,428.2,26.05,79.71,83.64,93.32,214.64
450.72,375.75,22.66,73.22,84.49,115.43,180.19
151.21,67.33,31.06,35.1,169.96,74.9,161.84
462.79,388.91,21.85,51.42,88.13,170.79,168.59
276.55,176.52,15.74,14.97,81.1,91.62,119.15
211.02,110.01,16.45,20.53,107.28,74.75,114.46
451.98,379.22,23.53,48.97,93.44,223.8,171.06
195.38,104.51,14.19,14.62,93.53,56.39,106.16
548.36,456.24,27.18,69.45,86.69,88.25,232.62
183.37,88.5,19.97,34.67,142.22,72.76,121.79
443.02,372.72,23.07,63.48,91.21,129.86,181.63
105.95,44.01,17.8,32.05,148.97,47.74,120.36
182.25,88.97,19.99,36.07,136.86,70.63,124.43
395.14,281.91,22.25,64.61,93.41,173.39,166.47
528.47,446.49,25.83,73.94,84.83,83.0,220.55
155.76,68.8,28.89,33.5,156.77,75.88,153.66
411.36,319.75,24.35,61.31,97.8,133.65,189.11
282.33,176.58,14.55,11.01,78.0,127.55,125.47
239.95,139.42,16.87,10.58,91.34,74.26,119.14
297.01,189.81,14.62,11.995,76.75,148.0,131.29
191.96,103.97,14.08,8.72,83.45,47.84,108.09
241.89,136.47,15.64,9.44,86.75,79.91,116.47
161.2,72.15,22.27,33.55,148.9,74.4,136.53
138.65,66.06,30.63,39.33,153.2,65.66,159.62
469.49,404.18,22.98,67.19,86.7,104.21,187.0
281.51,177.63,15.08,14.59,78.62,88.25,115.65
245.47,142.25,15.78,9.54,89.0,82.51,117.29
187.04,88.96,19.71,36.0,137.82,76.18,125.41
263.92,163.2,15.41,11.12,77.06,126.36,123.98
134.52,58.97,39.63,38.58,177.82,80.1,156.12
161.14,71.94,23.65,33.9,152.47,67.72,142.09
437.55,373.08,21.75,71.27,80.88,95.06,180.77
246.84,145.06,17.53,10.02,96.44,91.27,126.81
210.73,110.47,14.8,17.5,98.5,62.61,110.16
501.38,423.15,25.27,77.37,87.25,86.48,213.79
110.52,45.91,18.4,34.72,155.24,45.75,119.6
284.02,169.87,16.93,12.94,96.75,105.06,128.83
226.53,120.99,16.04,11.76,92.15,71.47,111.75
536.53,455.82,26.38,78.38,85.77,85.87,228.06
275.49,175.49,16.11,13.17,84.28,94.28,121.11
274.53,173.18,16.07,13.3,86.2,96.0,122.37
125.13,54.62,29.09,38.8,172.06,75.74,135.02
141.4,67.99,29.19,35.97,150.17,61.98,160.54
236.25,171.61,11.86,5.06,59.05,147.51,140.7
411.02,318.84,24.37,70.19,102.0,247.65,177.14
176.02,83.02,21.57,34.45,142.4,72.19,126.95
274.16,168.12,13.62,12.015,79.37,106.29,114.64
364.97,306.46,25.08,32.18,93.56,216.35,175.88
417.09,343.63,25.06,47.85,99.51,237.8,164.93
158.68,69.85,26.68,32.74,148.42,70.34,143.95
